# I(Q)
#Q (1/A)        I (1/cm)        dI (1/cm)       dQ (1/A)
2.763151E-03	-1.272522E-02	7.095288E+00	9.444638E-04
2.856131E-03	8.642325E+00	5.135705E+00	9.629807E-04
2.952239E-03	6.241701E+00	3.817115E+00	9.696501E-04
3.051581E-03	1.056796E+01	2.567714E+00	9.762152E-04
3.154265E-03	8.971373E+00	1.833931E+00	9.845653E-04
3.260406E-03	8.390561E+00	1.499958E+00	1.002996E-03
3.370117E-03	9.243871E+00	1.355416E+00	1.022943E-03
3.483521E-03	8.053851E+00	1.221305E+00	1.024472E-03
3.600740E-03	5.810232E+00	1.085870E+00	1.036353E-03
3.721904E-03	6.666163E+00	9.998510E-01	1.043430E-03
3.847145E-03	5.506518E+00	8.706675E-01	1.051753E-03
3.976600E-03	5.243308E+00	7.951344E-01	1.045300E-03
4.110412E-03	5.983750E+00	7.586148E-01	1.044303E-03
4.248726E-03	5.496697E+00	7.214210E-01	1.036068E-03
4.391695E-03	5.496418E+00	6.799203E-01	1.039524E-03
4.539474E-03	5.671003E+00	6.291832E-01	1.038053E-03
4.692226E-03	4.532042E+00	5.406829E-01	1.029494E-03
4.850118E-03	4.402763E+00	4.815031E-01	1.031580E-03
5.013323E-03	4.483792E+00	4.368809E-01	1.037100E-03
5.182020E-03	3.787691E+00	4.060586E-01	1.038662E-03
5.356393E-03	3.375441E+00	3.733597E-01	1.043424E-03
5.536634E-03	3.326480E+00	3.387776E-01	1.048014E-03
5.722940E-03	2.825317E+00	3.131223E-01	1.052048E-03
5.915516E-03	2.825450E+00	2.941322E-01	1.057587E-03
6.114571E-03	2.750262E+00	2.845182E-01	1.059121E-03
6.320325E-03	2.383451E+00	2.721376E-01	1.059436E-03
6.533002E-03	2.210654E+00	2.580823E-01	1.058739E-03
6.752835E-03	2.162459E+00	2.506355E-01	1.059221E-03
6.980066E-03	2.091138E+00	2.455338E-01	1.059966E-03
7.214944E-03	1.897148E+00	2.348179E-01	1.059402E-03
7.457724E-03	1.731715E+00	2.258453E-01	1.058954E-03
7.708675E-03	1.817943E+00	2.204302E-01	1.059504E-03
7.968069E-03	1.653376E+00	2.130916E-01	1.059920E-03
8.236193E-03	1.692076E+00	2.051743E-01	1.059381E-03
8.513338E-03	1.574858E+00	1.998678E-01	1.059120E-03
8.799810E-03	1.619315E+00	1.923281E-01	1.059392E-03
9.095921E-03	1.594774E+00	1.850462E-01	1.059579E-03
9.401996E-03	1.510732E+00	1.810633E-01	1.060080E-03
9.718370E-03	1.386009E+00	1.734445E-01	1.059339E-03
1.004539E-02	1.383291E+00	1.676435E-01	1.059803E-03
1.038342E-02	1.414435E+00	1.633657E-01	1.059983E-03
1.073281E-02	1.340333E+00	1.569031E-01	1.059333E-03
1.109397E-02	1.330529E+00	1.530310E-01	1.060189E-03
1.146728E-02	1.320655E+00	1.481933E-01	1.059859E-03
1.185315E-02	1.269193E+00	1.438699E-01	1.059540E-03
1.225200E-02	1.258490E+00	1.386995E-01	1.059906E-03
1.266428E-02	1.336734E+00	1.345941E-01	1.059872E-03
1.309043E-02	1.350709E+00	1.296801E-01	1.060489E-03
1.353092E-02	1.300121E+00	1.261911E-01	1.059862E-03
1.398623E-02	1.348501E+00	1.220433E-01	1.059939E-03
1.445686E-02	1.371350E+00	1.181509E-01	1.060282E-03
1.494333E-02	1.332962E+00	1.139552E-01	1.060287E-03
1.544617E-02	1.310957E+00	1.103547E-01	1.060315E-03
1.596593E-02	1.231270E+00	1.063085E-01	1.060484E-03
1.650318E-02	1.320127E+00	1.021562E-01	1.060391E-03
1.705851E-02	1.284122E+00	9.901887E-02	1.060786E-03
1.763252E-02	1.346432E+00	9.562318E-02	1.061035E-03
1.822585E-02	1.349615E+00	9.341309E-02	1.060388E-03
1.883915E-02	1.307957E+00	9.041233E-02	1.060868E-03
1.947308E-02	1.345210E+00	8.767980E-02	1.061160E-03
2.012834E-02	1.293101E+00	8.462425E-02	1.061278E-03
2.080565E-02	1.326795E+00	8.208494E-02	1.061221E-03
2.150576E-02	1.268869E+00	7.934307E-02	1.061512E-03
2.222942E-02	1.236000E+00	7.679098E-02	1.061734E-03
2.297743E-02	1.234580E+00	7.431125E-02	1.061789E-03
2.375062E-02	1.279486E+00	7.188458E-02	1.062405E-03
2.454982E-02	1.219629E+00	6.934251E-02	1.063108E-03
2.537591E-02	1.215021E+00	6.716635E-02	1.062880E-03
2.622981E-02	1.200429E+00	6.518392E-02	1.063230E-03
2.711243E-02	1.211482E+00	6.302401E-02	1.063229E-03
2.802476E-02	1.216202E+00	6.118324E-02	1.063381E-03
2.896778E-02	1.152599E+00	5.943191E-02	1.063876E-03
2.994254E-02	1.147051E+00	5.759841E-02	1.064250E-03
3.095010E-02	1.119984E+00	5.562354E-02	1.064672E-03
3.199156E-02	1.113630E+00	5.400511E-02	1.064871E-03
3.306807E-02	1.067641E+00	5.229217E-02	1.065061E-03
3.418080E-02	1.006533E+00	5.056451E-02	1.065228E-03
3.533097E-02	1.035043E+00	4.914959E-02	1.065204E-03
3.651985E-02	9.976668E-01	4.780146E-02	1.066079E-03
3.774873E-02	9.621118E-01	4.630938E-02	1.068985E-03
3.901896E-02	9.631277E-01	4.491730E-02	1.074479E-03
4.033194E-02	9.028917E-01	4.387203E-02	1.080433E-03
4.168910E-02	8.705429E-01	4.330185E-02	1.086169E-03
4.309193E-02	8.388737E-01	4.313732E-02	1.091730E-03
4.454196E-02	8.314820E-01	4.326686E-02	1.098285E-03
4.604078E-02	7.987300E-01	4.401274E-02	1.104483E-03
