# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -3.096361336314929158e+00 -4.753194858726997296e+01 -3.487882588662573280e+00
2.400000000000000000e+02 -3.043765516283743811e+00 -1.542800596416439696e+01 -3.456074762479113716e+00
3.600000000000000000e+02 -2.962297518817133657e+00 -1.046268900171530092e+01 -3.364234998824214173e+00
4.800000000000000000e+02 -2.823863005180087260e+00 -8.707595728163376236e+00 -3.232591339734991021e+00
6.000000000000000000e+02 -2.771101877885254083e+00 -7.471009223587026682e+00 -3.158862955581121845e+00
7.200000000000000000e+02 -2.706851430384900059e+00 -6.660952825207768768e+00 -3.102375268625229054e+00
8.400000000000000000e+02 -2.664219630080800094e+00 -6.070507182275943769e+00 -3.065742253352321978e+00
9.600000000000000000e+02 -2.623145498560542688e+00 -5.438498902943942781e+00 -3.032825221871723986e+00
1.080000000000000000e+03 -2.610181153622912031e+00 -5.012650642730308803e+00 -2.997837796912288688e+00
1.200000000000000000e+03 -2.609886866716107257e+00 -4.552601466057149437e+00 -3.004727922312008026e+00
1.320000000000000000e+03 -2.598577630452593379e+00 -3.990506822005408516e+00 -3.003708661304012040e+00
1.440000000000000000e+03 -2.593609215153546810e+00 -3.756109180232428457e+00 -3.005402792810801138e+00
1.560000000000000000e+03 -2.583101996712496629e+00 -3.518209639691809887e+00 -2.999562498071669747e+00
1.680000000000000000e+03 -2.601545388803992775e+00 -3.387999947264666911e+00 -2.991948579447720746e+00
1.800000000000000000e+03 -2.587844563993864977e+00 -3.332032955741307756e+00 -2.979112241174620479e+00
1.920000000000000000e+03 -2.592913686553180774e+00 -3.163415003285486637e+00 -2.988458381465962432e+00
2.040000000000000000e+03 -2.608628017907888452e+00 -3.067033096400076708e+00 -3.006729475702286436e+00
2.160000000000000000e+03 -2.622495932535131136e+00 -2.968465154636247050e+00 -3.024279879709410590e+00
2.280000000000000000e+03 -2.625090644927210448e+00 -2.918681638055145022e+00 -3.026639649469735183e+00
2.400000000000000000e+03 -2.611037393115224869e+00 -2.845037706892867835e+00 -3.017085495468074807e+00
2.520000000000000000e+03 -2.609799713638732310e+00 -2.799547417890236645e+00 -3.018809827807947599e+00
2.640000000000000000e+03 -2.595804135325538997e+00 -2.727857835297714750e+00 -3.009626167462091662e+00
2.760000000000000000e+03 -2.589032722315400825e+00 -2.679244883560447654e+00 -3.007848763994512620e+00
2.880000000000000000e+03 -2.605136003681177037e+00 -2.627568737238785701e+00 -3.024499045969794242e+00
3.000000000000000000e+03 -2.628166732463645516e+00 -2.582296840692045681e+00 -3.021821927286709286e+00
3.120000000000000000e+03 -2.616583511943407103e+00 -2.534366411148440523e+00 -3.014159181212506144e+00
3.240000000000000000e+03 -2.605194180767847811e+00 -2.497744407010444423e+00 -3.007003083403513966e+00
3.360000000000000000e+03 -2.596270965542565090e+00 -2.470804480127062330e+00 -3.001043612375180913e+00
3.480000000000000000e+03 -2.588068494703164912e+00 -2.454247629810355935e+00 -2.998073850566157272e+00
3.600000000000000000e+03 -2.587050375246803924e+00 -2.413668396496108759e+00 -3.000281643009000909e+00
3.720000000000000000e+03 -2.591086188473424645e+00 -2.389143742276658156e+00 -3.007227270177326606e+00
3.840000000000000000e+03 -2.588828960209799579e+00 -2.365787866945420870e+00 -3.006831438710774851e+00
3.960000000000000000e+03 -2.586641349235551779e+00 -2.348714640273466436e+00 -3.006965602761846323e+00
4.080000000000000000e+03 -2.588691428924930094e+00 -2.342887783045884298e+00 -3.010994942740035096e+00
4.200000000000000000e+03 -2.582485337819111493e+00 -2.326114227058866391e+00 -3.007132019518844679e+00
4.320000000000000000e+03 -2.581585816177178749e+00 -2.310776918301943539e+00 -3.007574714555439233e+00
4.440000000000000000e+03 -2.582312647639655623e+00 -2.287889667967140994e+00 -3.009632160529262634e+00
4.560000000000000000e+03 -2.581731706504229340e+00 -2.279020187454997792e+00 -3.010646869502360712e+00
4.680000000000000000e+03 -2.604934268633837924e+00 -2.272486236423910455e+00 -3.007177742657077157e+00
4.800000000000000000e+03 -2.609550665192543750e+00 -2.271396129581670031e+00 -3.013640719419382386e+00
4.920000000000000000e+03 -2.604718857755524919e+00 -2.251003710602796470e+00 -3.009766464769522809e+00
5.040000000000000000e+03 -2.601845250547711874e+00 -2.243993966307863630e+00 -3.008778805476599150e+00
5.160000000000000000e+03 -2.601149859024534550e+00 -2.249034924795669799e+00 -3.010921253702658618e+00
5.280000000000000000e+03 -2.601943692408400288e+00 -2.243352285187027562e+00 -3.013022495442102322e+00
5.400000000000000000e+03 -2.597555344385040321e+00 -2.228174161476581983e+00 -3.008721098145118678e+00
5.520000000000000000e+03 -2.595946904175788106e+00 -2.211130123491679367e+00 -3.007852072527781306e+00
5.640000000000000000e+03 -2.591968591925005505e+00 -2.198522734376534338e+00 -3.004553906041766531e+00
5.760000000000000000e+03 -2.593039300392330659e+00 -2.197132706678261993e+00 -3.007271955040400346e+00
