# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -1.234305984316693694e+00 -4.601763598994170756e+00 -1.563035406497786273e+00
2.400000000000000000e+02 -8.011525320988779342e-01 -2.815730499608855908e+00 -1.171240343709644582e+00
3.600000000000000000e+02 -6.921519698693073819e-01 -1.940071261605444075e+00 -1.057687502736028851e+00
4.800000000000000000e+02 -5.980529647019687811e-01 -1.524220113955839118e+00 -9.888552075624353899e-01
6.000000000000000000e+02 -5.601493037416286347e-01 -1.269632050575409954e+00 -9.734094224703981890e-01
7.200000000000000000e+02 -4.099829922492136958e-01 -1.147710770731090513e+00 -8.536913629451535757e-01
8.400000000000000000e+02 -3.122083444698900423e-01 -1.007159109878175363e+00 -7.478749224729233092e-01
9.600000000000000000e+02 -2.294411036091048572e-01 -8.724656585502291728e-01 -7.317023890837667244e-01
1.080000000000000000e+03 -1.814613152725328415e-01 -7.517847303453089047e-01 -7.032427036850453783e-01
1.200000000000000000e+03 -1.823095047741172536e-01 -6.249862756632476035e-01 -7.057952111935074102e-01
1.320000000000000000e+03 -1.618085522129567577e-01 -4.733658681859258532e-01 -6.959295242876554211e-01
1.440000000000000000e+03 -1.147885068431730993e-01 -4.326307879884908059e-01 -6.853926167641836154e-01
1.560000000000000000e+03 -1.271613858171241895e-01 -3.466047600147551533e-01 -6.812564263277828269e-01
1.680000000000000000e+03 -1.788231644063773829e-01 -2.805976257654049233e-01 -6.919310874675648204e-01
1.800000000000000000e+03 -1.525479919494324710e-01 -2.194425905369761787e-01 -6.853693131057295718e-01
