# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -4.764672663906890371e+00 -1.041901615531568304e+01 -5.232204659507026179e+00
2.400000000000000000e+02 -4.724596429683336041e+00 -6.308355138268560758e+00 -5.234889972292210203e+00
3.600000000000000000e+02 -4.642931366040617291e+00 -5.361014714806721315e+00 -5.306799930784205976e+00
4.800000000000000000e+02 -4.640548612884536794e+00 -5.133893507002512457e+00 -5.391628049851980187e+00
6.000000000000000000e+02 -4.674623317733249017e+00 -5.000607074347374059e+00 -5.370874002318946516e+00
7.200000000000000000e+02 -4.609766876860334150e+00 -4.838763470729388949e+00 -5.345427992132219863e+00
8.400000000000000000e+02 -4.485194100299179532e+00 -4.683170628424377036e+00 -5.307422614063836086e+00
9.600000000000000000e+02 -4.432546959732924563e+00 -4.568378589689523928e+00 -5.276387134308564875e+00
1.080000000000000000e+03 -4.407938877319689475e+00 -4.491962907772309777e+00 -5.274704239297665964e+00
1.200000000000000000e+03 -4.383061041435578176e+00 -4.434687000524683675e+00 -5.266764231921642114e+00
1.320000000000000000e+03 -4.374085696601318851e+00 -4.416937099267907563e+00 -5.288945815177300780e+00
1.440000000000000000e+03 -4.373096270798229490e+00 -4.400533281344581660e+00 -5.305354435031858884e+00
1.560000000000000000e+03 -4.370186149583690671e+00 -4.383490153530605227e+00 -5.289165101237220057e+00
1.680000000000000000e+03 -4.354558630666930163e+00 -4.358021433206485717e+00 -5.291219191102059405e+00
1.800000000000000000e+03 -4.352263313404204581e+00 -4.349389402391810933e+00 -5.291483651134644361e+00
1.920000000000000000e+03 -4.360069783126578002e+00 -4.383219352995210372e+00 -5.309363288102315614e+00
2.040000000000000000e+03 -4.393004929608992803e+00 -4.358271508229108804e+00 -5.291997966580042068e+00
2.160000000000000000e+03 -4.344229371726264333e+00 -4.340804399963353433e+00 -5.279743864649299567e+00
2.280000000000000000e+03 -4.331516351976085311e+00 -4.315858298669343007e+00 -5.275724820045443408e+00
2.400000000000000000e+03 -4.366930889307157670e+00 -4.307779377305460677e+00 -5.281522691229563193e+00
2.520000000000000000e+03 -4.365856074612086246e+00 -4.310874457525604164e+00 -5.272281433858154287e+00
2.640000000000000000e+03 -4.362763771055842454e+00 -4.299091202636883935e+00 -5.264431744277800362e+00
2.760000000000000000e+03 -4.357847057417260750e+00 -4.287756387668724578e+00 -5.257418481381432862e+00
2.880000000000000000e+03 -4.356729697944692781e+00 -4.285678874889058854e+00 -5.253162354996866235e+00
3.000000000000000000e+03 -4.353928903121110139e+00 -4.282482336719993121e+00 -5.240771573637460712e+00
3.120000000000000000e+03 -4.350341751364990905e+00 -4.275054257403698266e+00 -5.233877629551158428e+00
3.240000000000000000e+03 -4.347432179194556490e+00 -4.267484616809116282e+00 -5.228635284979496589e+00
