# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 1.054053319133251287e-01 -6.617216456560983673e-01 -2.739284373351700275e-01
2.400000000000000000e+02 5.473644192479481391e-02 -8.837088679904198107e-02 -3.073812223597689464e-01
3.600000000000000000e+02 1.550366736690524661e-01 1.371573741490062781e-01 -2.387788194165701705e-01
4.800000000000000000e+02 1.708092849538339619e-01 2.940478741420559095e-01 -2.266424435428636142e-01
6.000000000000000000e+02 1.287764818238392728e-01 4.267701523928978946e-01 -2.690234439582024351e-01
7.200000000000000000e+02 1.555061974861590701e-01 5.035854926281345678e-01 -2.198251450280490626e-01
8.400000000000000000e+02 1.487496191780445232e-01 5.069727992782590009e-01 -2.260806504214131207e-01
9.600000000000000000e+02 1.487132956378328374e-01 5.069809121501581695e-01 -2.261150002696738770e-01
1.080000000000000000e+03 1.486782046592273199e-01 5.069878513644781037e-01 -2.261482257216695102e-01
1.200000000000000000e+03 1.486409070322859405e-01 5.069958262111817771e-01 -2.261833856697016421e-01
1.320000000000000000e+03 1.486058251937331931e-01 5.070027802664768268e-01 -2.262166605197613589e-01
1.440000000000000000e+03 1.485695515629364416e-01 5.070078458346027883e-01 -2.262511466317985720e-01
1.560000000000000000e+03 1.485316876387181850e-01 5.070164015537373947e-01 -2.262868669544719769e-01
1.680000000000000000e+03 1.484974101478440389e-01 5.070227124286034170e-01 -2.263193708877759280e-01
1.800000000000000000e+03 1.484615132479122357e-01 5.070281370815326039e-01 -2.263534339930709516e-01
1.920000000000000000e+03 1.484242230060861811e-01 5.070351466059312973e-01 -2.263887232418731466e-01
2.040000000000000000e+03 1.483871517323227252e-01 5.070409689783954565e-01 -2.264239460077664967e-01
2.160000000000000000e+03 1.483507312045032611e-01 5.070469323830221198e-01 -2.264584265818047615e-01
2.280000000000000000e+03 1.483130699521340579e-01 5.070519582700895311e-01 -2.264942455249019104e-01
2.400000000000000000e+03 1.482778681316203606e-01 5.070580933954615954e-01 -2.265275882855257716e-01
2.520000000000000000e+03 1.482397599125913346e-01 5.070655185319992153e-01 -2.265635413133292586e-01
2.640000000000000000e+03 1.482010155317986799e-01 5.070698282689454217e-01 -2.266004369108574334e-01
2.760000000000000000e+03 1.481650637866217535e-01 5.070759691667197089e-01 -2.266344710431061615e-01
2.880000000000000000e+03 1.481289670815047754e-01 5.070792207719260203e-01 -2.266689005492354136e-01
3.000000000000000000e+03 1.480894183023413746e-01 5.070870714149045000e-01 -2.267061223897647027e-01
3.120000000000000000e+03 1.480525015099559971e-01 5.070928786485083828e-01 -2.267411664274561756e-01
3.240000000000000000e+03 1.480153762075838708e-01 5.070959958843901383e-01 -2.267765576553713303e-01
3.360000000000000000e+03 1.479759989884896210e-01 5.071025255893349959e-01 -2.268138015281984110e-01
3.480000000000000000e+03 1.479378659727840772e-01 5.071064366940192247e-01 -2.268501099455255132e-01
3.600000000000000000e+03 1.479009117204405088e-01 5.071111873939799786e-01 -2.268850814103240410e-01
3.720000000000000000e+03 1.478624299300986544e-01 5.071146198375181546e-01 -2.269217303470718039e-01
3.840000000000000000e+03 1.478235704512755322e-01 5.071211283093334243e-01 -2.269585126431368782e-01
3.960000000000000000e+03 1.477876321343272459e-01 5.071260685367670051e-01 -2.269925529532333952e-01
4.080000000000000000e+03 1.477488320059286986e-01 5.071291767460747169e-01 -2.270294936470741709e-01
4.200000000000000000e+03 1.477101400725460423e-01 5.071343090924180785e-01 -2.270661321669836252e-01
4.320000000000000000e+03 1.476708022695142064e-01 5.071378902486829432e-01 -2.271035348566521339e-01
4.440000000000000000e+03 1.476325976433007225e-01 5.071422260008080496e-01 -2.271398057562256656e-01
4.560000000000000000e+03 1.475940295967858584e-01 5.071466569639084820e-01 -2.271764235646583918e-01
4.680000000000000000e+03 1.475545591997530492e-01 5.071492539340259897e-01 -2.272139999362887408e-01
4.800000000000000000e+03 1.475153918848086110e-01 5.071543089154290085e-01 -2.272510058429380309e-01
4.920000000000000000e+03 1.474755167316530169e-01 5.071576398897421623e-01 -2.272890145359108549e-01
5.040000000000000000e+03 1.474373521976829748e-01 5.071610705329360202e-01 -2.273251938753942381e-01
5.160000000000000000e+03 1.473983632970095048e-01 5.071621099289083112e-01 -2.273625053668421048e-01
5.280000000000000000e+03 1.473577392249777185e-01 5.071681515029866638e-01 -2.274009370010402209e-01
5.400000000000000000e+03 1.473185297133767224e-01 5.071716729744345509e-01 -2.274380228661546377e-01
5.520000000000000000e+03 1.472796194835380157e-01 5.071727820194249503e-01 -2.274751802195856265e-01
5.640000000000000000e+03 1.472384229268653699e-01 5.071780715247926619e-01 -2.275141897104303312e-01
5.760000000000000000e+03 1.471988450603101406e-01 5.071793855072506130e-01 -2.275519503503775354e-01
5.880000000000000000e+03 1.471592683423133541e-01 5.071817432380469892e-01 -2.275896048023274554e-01
6.000000000000000000e+03 1.471193405702915236e-01 5.071859298146754735e-01 -2.276274417140752848e-01
6.120000000000000000e+03 1.470777053516275634e-01 5.071881903232693389e-01 -2.276670196268835988e-01
6.240000000000000000e+03 1.470386837003171132e-01 5.071910365499203710e-01 -2.277040248098783914e-01
6.360000000000000000e+03 1.469989806554868883e-01 5.071921393542822010e-01 -2.277420270072223474e-01
6.480000000000000000e+03 1.469592557602926730e-01 5.071947593167229762e-01 -2.277796686879146326e-01
6.600000000000000000e+03 1.469166035736003961e-01 5.071973486157570488e-01 -2.278202224202674486e-01
6.720000000000000000e+03 1.468771859231817745e-01 5.071996576596449202e-01 -2.278577450051413600e-01
6.840000000000000000e+03 1.468363161522018845e-01 5.072015630785324802e-01 -2.278965572544349172e-01
6.960000000000000000e+03 1.467946543351397182e-01 5.072025093265897233e-01 -2.279362967579803834e-01
7.080000000000000000e+03 1.467543977114337539e-01 5.072060570369714139e-01 -2.279744744638736165e-01
7.200000000000000000e+03 1.467131915076167192e-01 5.072060680666278243e-01 -2.280137635827896858e-01
