# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -1.420428876287127773e+00 -3.848690926287789082e+00 -1.710611311221643227e+00
2.400000000000000000e+02 -1.102840708685278059e+00 -2.902677827854913239e+00 -1.422425052164840720e+00
3.600000000000000000e+02 -9.683826064987273163e-01 -2.010650660147605073e+00 -1.279407423746351968e+00
4.800000000000000000e+02 -8.911334757770709158e-01 -1.685088724485703793e+00 -1.260458597243844014e+00
6.000000000000000000e+02 -8.092181809377849699e-01 -1.605931357366386925e+00 -1.143249444846473395e+00
7.200000000000000000e+02 -7.694393482370037729e-01 -1.566967915611998885e+00 -1.106889107152913887e+00
8.400000000000000000e+02 -7.177378260789939457e-01 -1.391274569179228981e+00 -1.060748551436397236e+00
9.600000000000000000e+02 -6.654535087663994153e-01 -1.243770642573974516e+00 -1.014949628509142165e+00
1.080000000000000000e+03 -6.249712464893100172e-01 -1.077268843697129830e+00 -9.864794966498183770e-01
1.200000000000000000e+03 -6.250626134605274942e-01 -9.517784566642866206e-01 -9.927305423766411563e-01
1.320000000000000000e+03 -5.921484868599956597e-01 -8.670102140186425332e-01 -9.652682644998061834e-01
1.440000000000000000e+03 -5.651771308684369055e-01 -8.488540052691757598e-01 -9.454419651376586575e-01
1.560000000000000000e+03 -5.524754812068239929e-01 -7.158166822809479690e-01 -9.374787422466434039e-01
1.680000000000000000e+03 -5.437354589443076369e-01 -6.050035033160711118e-01 -9.293328587481700653e-01
1.800000000000000000e+03 -5.260972130097215649e-01 -5.377066227637399276e-01 -9.172369959157612440e-01
