# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -3.759576836778355524e-01 -7.117540872221407300e-01 -6.830542433120441181e-01
2.400000000000000000e+02 -3.450380060186912234e-01 -4.693523503177952638e-01 -6.924531291628519547e-01
3.600000000000000000e+02 -3.203383695704439815e-01 -3.811325766924527070e-01 -6.920601066407013890e-01
4.800000000000000000e+02 -3.020879643633302969e-01 -3.436673915148245051e-01 -7.034521052175095601e-01
6.000000000000000000e+02 -3.175051836683878137e-01 -3.431133722394907326e-01 -6.862410097541338239e-01
7.200000000000000000e+02 -2.697994346133055776e-01 -2.672819257202474486e-01 -6.668893740141109694e-01
