1e-06,1137584.9523815473,17201.351252088793,
1.0722672220103232e-06,1136710.2397056723,17427.429251268455,
1.149756995397736e-06,1135772.3139746543,17684.722609854714,
1.2328467394420666e-06,1134766.606956604,17976.97799181965,
1.3219411484660295e-06,1133688.220286203,18308.26873898641,
1.417474162926806e-06,1132531.9016068787,18682.999085380077,
1.5199110829529345e-06,1131292.0189888414,19105.90461113855,
1.6297508346206452e-06,1129962.5334983796,19582.049141988904,
1.747528400007685e-06,1128536.969784819,20116.818660862977,
1.8738174228603854e-06,1127008.3845418808,20715.913171072294,
2.009233002565049e-06,1125369.3326898292,21385.33779061844,
2.154434690031886e-06,1123578.8085550065,21780.74650888822,
2.3101297000831624e-06,1121542.091387558,20994.020985678973,
2.4770763559917136e-06,1119358.1863283971,20186.51027507277,
2.6560877829466896e-06,1117016.4565174766,19367.30197819112,
2.8480358684358054e-06,1114505.496398422,18549.64407022819,
3.0538555088334195e-06,1111813.0761669846,17752.390731969925,
3.2745491628777332e-06,1108926.0822049368,17001.758509954205,
3.511191734215137e-06,1105830.4532092912,16333.202324755694,
3.7649358067924745e-06,1102511.1117057558,15792.87199498003,
4.037017258596561e-06,1098951.8906128563,15437.5825926902,
4.328761281083066e-06,1095135.4544990521,15331.807367342435,
4.641588833612788e-06,1091043.215149324,15540.653527286562,
4.97702356433212e-06,1086655.2410299892,16119.89749820408,
5.336699231206321e-06,1081950.160210797,17107.08357406558,
5.72236765935023e-06,1076905.0562714678,18518.315146141555,
6.135907273413187e-06,1071495.3566856899,20351.97588261628,
6.579332246575695e-06,1064694.927778272,20289.295187429376,
7.054802310718661e-06,1056389.039113522,18179.458271606476,
7.5646332755463075e-06,1047482.9069486435,16379.757075050129,
8.111308307896893e-06,1037933.1533533524,15170.897527686018,
8.697490026177857e-06,1027693.2655948466,14902.546663659037,
9.326033468832225e-06,1016713.3695943363,15848.495099608901,
1.0000000000000028e-05,1004939.9870119065,18048.83374198102,
1.0722672220103265e-05,993572.342288058,19974.324737936786,
1.1497569953977393e-05,986969.9873226277,16765.10903683653,
1.2328467394420699e-05,979890.4985051195,14733.135589434143,
1.3219411484660334e-05,972299.3946975169,14839.348059482962,
1.4174741629268099e-05,964159.7029057468,17495.490277896988,
1.519911082952939e-05,948184.1689675958,18506.2090253318,
1.62975083462065e-05,918205.1583748462,14755.176294088396,
1.74752840000769e-05,886059.6479679407,14129.440339860908,
1.8738174228603908e-05,851591.070823824,17700.154322791102,
2.0092330025650546e-05,830427.9644157195,15012.671532669941,
2.1544346900318918e-05,812673.4871908086,13382.006207806215,
