-5.0,0.02120760697825762,0.0006520018568289179,
-4.5,0.024857286435458047,0.0007058994999143718,
-4.0,0.025963977784123887,0.0007215000153179793,
-3.5,0.03066718292814729,0.000784278195705635,
-3.0,0.035362646461212566,0.0008422065273989325,
-2.5,0.038134727941917676,0.0008744105646340732,
-2.0,0.04300196633700961,0.0009289176810994214,
-1.5,0.046159262209225525,0.0009620689513312272,
-1.0,0.049336979332720673,0.0009949317537717864,
-0.5,0.05294407262750679,0.0010300325260341953,
0.0,0.05455878884065364,0.0010459247739522232,
0.5,0.054939185285575606,0.0010499424450890462,
1.0,0.05254528665216628,0.0010263612692054205,
1.5,0.04995804063291843,0.0010009641726565054,
2.0,0.046503067902840464,0.0009652593895369617,
2.5,0.04481792717086835,0.0009477981724096662,
3.0,0.039419845506658974,0.0008888177886369565,
3.5,0.03700150236871434,0.0008614323414433302,
4.0,0.03157970416183784,0.0007957337494210894,
4.5,0.028291404807843302,0.0007531665193118807,
5.0,0.023137936677835008,0.0006811170059760107,
5.5,0.020856798491510547,0.0006467418663187785,
6.0,0.016889867660747758,0.00029103163911102503,
7.0,0.013361982108011837,0.00025888314483225617,
8.0,0.010737773802758638,0.00023206300808053832,
9.0,0.0089394234325556,0.00021176571995855376,
10.0,0.008177415544505108,0.00012808520857009214,
12.0,0.006371599804605645,0.00011305980794778383,
14.0,0.005483370349197006,0.00010488847314610726,
16.0,0.004558130398072043,9.562745146868812e-05,
18.0,0.0038261663856918268,8.761702552904871e-05,
20.0,0.003624673548029721,7.784653014384466e-05,
25.0,0.0026718389714474864,6.683776094919588e-05,
30.0,0.0019962454872451507,5.7771252590872995e-05,
35.0,0.0016268835907129568,5.215549344150143e-05,
40.0,0.0014579163934033096,4.937127886516857e-05,
45.0,0.0011653823993412675,4.4142006019220216e-05,
50.0,0.0010817572740044192,4.252826680426518e-05,
55.0,0.0009480009735877697,3.447846206633164e-05,
65.0,0.0006708695121551672,2.900421826682701e-05,
75.0,0.0005605362959032051,2.651245703686731e-05,
85.0,0.00045644434268558967,2.3924184162240335e-05,
95.0,0.0003837233130744475,2.19360017594879e-05,
105.0,0.0003109929981885354,1.9748075133057007e-05,
115.0,0.00026960109260642075,1.838664190726339e-05,
130.0,0.00022822759143643608,1.691735461954672e-05,
145.0,0.00018683585696519067,1.5306189792341388e-05,
160.0,0.0001667812844951791,1.4461771451580837e-05,
175.0,0.0001417022776970214,1.3330228972707561e-05,
190.0,0.00010032132518071202,1.1216265134846672e-05,
205.0,7.925533290239171e-05,8.916921613234513e-06,
230.0,6.92195513042706e-05,8.333054733978785e-06,
255.0,6.220045004789672e-05,7.899465055551889e-06,
280.0,6.521041008566388e-05,8.08835590742876e-06,
305.0,4.012807863986446e-05,6.344806331416166e-06,
330.0,3.611527077587802e-05,6.0192117959796694e-06,
355.0,3.0097082249996744e-05,5.494950287803852e-06,
380.0,2.7086453081908513e-05,5.212790326077349e-06,
405.0,1.8057454818807894e-05,4.25618291778292e-06,
