      IPTS Basename                                                        Avg_Trans    Std_Trans
     31144 33_conf2_incohfiterr                                             0.754622     0.020765
     31144 33_conf2_incohfiterr_raw                                         0.754699     0.023707
     31144 33_conf2_incohfiterr_raw                                         0.754682     0.023713
     31144 52_25C_conf1                                                     0.650874     0.008517
     31144 52_25C_conf1_raw                                                 0.651175     0.016348
     31144 52_25C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_25C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_30C_conf1                                                     0.650874     0.008517
     31144 52_30C_conf1_raw                                                 0.651175     0.016348
     31144 52_30C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_30C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_35C_conf1                                                     0.650874     0.008517
     31144 52_35C_conf1_raw                                                 0.651175     0.016348
     31144 52_35C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_35C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_40C_conf1                                                     0.650874     0.008517
     31144 52_40C_conf1_raw                                                 0.651175     0.016348
     31144 52_40C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_40C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_45C_conf1                                                     0.650874     0.008517
     31144 52_45C_conf1_raw                                                 0.651175     0.016348
     31144 52_45C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_45C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_50C_conf1                                                     0.650874     0.008517
     31144 52_50C_conf1_raw                                                 0.651175     0.016348
     31144 52_50C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_50C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_55C_conf1                                                     0.650874     0.008517
     31144 52_55C_conf1_raw                                                 0.651175     0.016348
     31144 52_55C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_55C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 52_60C_conf1                                                     0.650874     0.008517
     31144 52_60C_conf1_raw                                                 0.651175     0.016348
     31144 52_60C_conf2_incohfiterr                                         0.660526     0.025019
     31144 52_60C_conf2_incohfiterr_raw                                     0.660755     0.025808
     31144 53_25C_conf1                                                     0.661760     0.014392
     31144 53_25C_conf1_raw                                                 0.662202     0.018452
     31144 53_25C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_25C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_30C_conf1                                                     0.661760     0.014392
     31144 53_30C_conf1_raw                                                 0.662202     0.018452
     31144 53_30C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_30C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_35C_conf1                                                     0.661760     0.014392
     31144 53_35C_conf1_raw                                                 0.662202     0.018452
     31144 53_35C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_35C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_40C_conf1                                                     0.661760     0.014392
     31144 53_40C_conf1_raw                                                 0.662202     0.018452
     31144 53_40C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_40C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_45C_conf1                                                     0.661760     0.014392
     31144 53_45C_conf1_raw                                                 0.662202     0.018452
     31144 53_45C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_45C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_50C_conf1                                                     0.661760     0.014392
     31144 53_50C_conf1_raw                                                 0.662202     0.018452
     31144 53_50C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_50C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_55C_conf1                                                     0.661760     0.014392
     31144 53_55C_conf1_raw                                                 0.662202     0.018452
     31144 53_55C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_55C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 53_60C_conf1                                                     0.661760     0.014392
     31144 53_60C_conf1_raw                                                 0.662202     0.018452
     31144 53_60C_conf2_incohfiterr                                         0.663408     0.024040
     31144 53_60C_conf2_incohfiterr_raw                                     0.663779     0.025120
     31144 54_25C_conf1                                                     0.662414     0.009106
     31144 54_25C_conf1_raw                                                 0.663122     0.015362
     31144 54_25C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_25C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_30C_conf1                                                     0.662414     0.009106
     31144 54_30C_conf1_raw                                                 0.663122     0.015362
     31144 54_30C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_30C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_35C_conf1                                                     0.662414     0.009106
     31144 54_35C_conf1_raw                                                 0.663122     0.015362
     31144 54_35C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_35C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_40C_conf1                                                     0.662414     0.009106
     31144 54_40C_conf1_raw                                                 0.663122     0.015362
     31144 54_40C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_40C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_45C_conf1                                                     0.662414     0.009106
     31144 54_45C_conf1_raw                                                 0.663122     0.015362
     31144 54_45C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_45C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_50C_conf1                                                     0.662414     0.009106
     31144 54_50C_conf1_raw                                                 0.663122     0.015362
     31144 54_50C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_50C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_55C_conf1                                                     0.662414     0.009106
     31144 54_55C_conf1_raw                                                 0.663122     0.015362
     31144 54_55C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_55C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 54_60C_conf1                                                     0.662414     0.009106
     31144 54_60C_conf1_raw                                                 0.663122     0.015362
     31144 54_60C_conf2_incohfiterr                                         0.660706     0.021310
     31144 54_60C_conf2_incohfiterr_raw                                     0.662115     0.022206
     31144 55_25C_conf1                                                     0.656642     0.011278
     31144 55_25C_conf1_raw                                                 0.657184     0.020174
     31144 55_25C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_25C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_30C_conf1                                                     0.656642     0.011278
     31144 55_30C_conf1_raw                                                 0.657184     0.020174
     31144 55_30C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_30C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_35C_conf1                                                     0.656642     0.011278
     31144 55_35C_conf1_raw                                                 0.657184     0.020174
     31144 55_35C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_35C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_40C_conf1                                                     0.656642     0.011278
     31144 55_40C_conf1_raw                                                 0.657184     0.020174
     31144 55_40C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_40C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_45C_conf1                                                     0.656642     0.011278
     31144 55_45C_conf1_raw                                                 0.657184     0.020174
     31144 55_45C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_45C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_50C_conf1                                                     0.656642     0.011278
     31144 55_50C_conf1_raw                                                 0.657184     0.020174
     31144 55_50C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_50C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_55C_conf1                                                     0.656642     0.011278
     31144 55_55C_conf1_raw                                                 0.657184     0.020174
     31144 55_55C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_55C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 55_60C_conf1                                                     0.656642     0.011278
     31144 55_60C_conf1_raw                                                 0.657184     0.020174
     31144 55_60C_conf2_incohfiterr                                         0.652699     0.026322
     31144 55_60C_conf2_incohfiterr_raw                                     0.652976     0.027012
     31144 56_25C_conf1                                                     0.663385     0.006587
     31144 56_25C_conf1_raw                                                 0.664056     0.016114
     31144 56_25C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_25C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_30C_conf1                                                     0.663385     0.006587
     31144 56_30C_conf1_raw                                                 0.664056     0.016114
     31144 56_30C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_30C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_35C_conf1                                                     0.663385     0.006587
     31144 56_35C_conf1_raw                                                 0.664056     0.016114
     31144 56_35C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_35C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_40C_conf1                                                     0.663385     0.006587
     31144 56_40C_conf1_raw                                                 0.664056     0.016114
     31144 56_40C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_40C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_45C_conf1                                                     0.663385     0.006587
     31144 56_45C_conf1_raw                                                 0.664056     0.016114
     31144 56_45C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_45C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_50C_conf1                                                     0.663385     0.006587
     31144 56_50C_conf1_raw                                                 0.664056     0.016114
     31144 56_50C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_50C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_55C_conf1                                                     0.663385     0.006587
     31144 56_55C_conf1_raw                                                 0.664056     0.016114
     31144 56_55C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_55C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 56_60C_conf1                                                     0.663385     0.006587
     31144 56_60C_conf1_raw                                                 0.664056     0.016114
     31144 56_60C_conf2_incohfiterr                                         0.659587     0.025285
     31144 56_60C_conf2_incohfiterr_raw                                     0.660038     0.026553
     31144 57_25C_conf1                                                     0.000000     0.000000
     31144 57_25C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_25C_conf2_incohfiterr                                         0.664201     0.022788
     31144 57_25C_conf2_incohfiterr_raw                                     0.664620     0.024010
     31144 57_30C_conf1                                                     0.000000     0.000000
     31144 57_30C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_30C_conf2_incohfiterr                                         0.664201     0.022788
     31144 57_30C_conf2_incohfiterr_raw                                     0.664620     0.024010
     31144 57_35C_conf1                                                     0.000000     0.000000
     31144 57_35C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_35C_conf2_incohfiterr                                         0.664201     0.022788
     31144 57_35C_conf2_incohfiterr_raw                                     0.664620     0.024010
     31144 57_40C_conf1                                                     0.000000     0.000000
     31144 57_40C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_40C_conf2_incohfiterr                                         0.664201     0.022788
     31144 57_40C_conf2_incohfiterr_raw                                     0.664620     0.024010
     31144 57_45C_conf1                                                     0.000000     0.000000
     31144 57_45C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_45C_conf2_incohfiterr                                         0.664201     0.022788
     31144 57_45C_conf2_incohfiterr_raw                                     0.664620     0.024010
     31144 57_50C_conf1                                                     0.000000     0.000000
     31144 57_50C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_50C_conf2_incohfiterr                                         0.664201     0.022788
     31144 57_50C_conf2_incohfiterr_raw                                     0.664620     0.024010
     31144 57_55C_conf1                                                     0.000000     0.000000
     31144 57_55C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_55C_conf2_incohfiterr                                         0.664200     0.022861
     31144 57_55C_conf2_incohfiterr_raw                                     0.664633     0.024016
     31144 57_60C_conf1                                                     0.000000     0.000000
     31144 57_60C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 57_60C_conf2_incohfiterr                                         0.664200     0.022861
     31144 57_60C_conf2_incohfiterr_raw                                     0.664633     0.024016
     31144 58_25C_conf1                                                     0.000000     0.000000
     31144 58_25C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_25C_conf2_incohfiterr                                         0.663463     0.023695
     31144 58_25C_conf2_incohfiterr_raw                                     0.663958     0.024230
     31144 58_30C_conf1                                                     0.000000     0.000000
     31144 58_30C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_30C_conf2_incohfiterr                                         0.663463     0.023695
     31144 58_30C_conf2_incohfiterr_raw                                     0.663958     0.024230
     31144 58_35C_conf1                                                     0.000000     0.000000
     31144 58_35C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_35C_conf2_incohfiterr                                         0.663463     0.023695
     31144 58_35C_conf2_incohfiterr_raw                                     0.663958     0.024230
     31144 58_40C_conf1                                                     0.000000     0.000000
     31144 58_40C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_40C_conf2_incohfiterr                                         0.663463     0.023695
     31144 58_40C_conf2_incohfiterr_raw                                     0.663958     0.024230
     31144 58_45C_conf1                                                     0.000000     0.000000
     31144 58_45C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_45C_conf2_incohfiterr                                         0.663463     0.023695
     31144 58_45C_conf2_incohfiterr_raw                                     0.663958     0.024230
     31144 58_50C_conf1                                                     0.000000     0.000000
     31144 58_50C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_50C_conf2_incohfiterr                                         0.663463     0.023695
     31144 58_50C_conf2_incohfiterr_raw                                     0.663958     0.024230
     31144 58_55C_conf1                                                     0.000000     0.000000
     31144 58_55C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_55C_conf2_incohfiterr                                         0.663463     0.023758
     31144 58_55C_conf2_incohfiterr_raw                                     0.663968     0.024233
     31144 58_60C_conf1                                                     0.000000     0.000000
     31144 58_60C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 58_60C_conf2_incohfiterr                                         0.663463     0.023758
     31144 58_60C_conf2_incohfiterr_raw                                     0.663968     0.024233
     31144 59_25C_conf1                                                     0.000000     0.000000
     31144 59_25C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_25C_conf2_incohfiterr                                         0.661999     0.023088
     31144 59_25C_conf2_incohfiterr_raw                                     0.662521     0.024031
     31144 59_30C_conf1                                                     0.000000     0.000000
     31144 59_30C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_30C_conf2_incohfiterr                                         0.661999     0.023088
     31144 59_30C_conf2_incohfiterr_raw                                     0.662521     0.024031
     31144 59_35C_conf1                                                     0.000000     0.000000
     31144 59_35C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_35C_conf2_incohfiterr                                         0.661999     0.023088
     31144 59_35C_conf2_incohfiterr_raw                                     0.662521     0.024031
     31144 59_40C_conf1                                                     0.000000     0.000000
     31144 59_40C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_40C_conf2_incohfiterr                                         0.661999     0.023088
     31144 59_40C_conf2_incohfiterr_raw                                     0.662521     0.024031
     31144 59_45C_conf1                                                     0.000000     0.000000
     31144 59_45C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_45C_conf2_incohfiterr                                         0.661999     0.023088
     31144 59_45C_conf2_incohfiterr_raw                                     0.662521     0.024031
     31144 59_50C_conf1                                                     0.000000     0.000000
     31144 59_50C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_50C_conf2_incohfiterr                                         0.661999     0.023088
     31144 59_50C_conf2_incohfiterr_raw                                     0.662521     0.024031
     31144 59_55C_conf1                                                     0.000000     0.000000
     31144 59_55C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_55C_conf2_incohfiterr                                         0.662001     0.023149
     31144 59_55C_conf2_incohfiterr_raw                                     0.662533     0.024028
     31144 59_60C_conf1                                                     0.000000     0.000000
     31144 59_60C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 59_60C_conf2_incohfiterr                                         0.662001     0.023149
     31144 59_60C_conf2_incohfiterr_raw                                     0.662533     0.024028
     31144 60_25C_conf1                                                     0.000000     0.000000
     31144 60_25C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_25C_conf2_incohfiterr                                         0.652685     0.024758
     31144 60_25C_conf2_incohfiterr_raw                                     0.653178     0.025338
     31144 60_30C_conf1                                                     0.000000     0.000000
     31144 60_30C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_30C_conf2_incohfiterr                                         0.652685     0.024758
     31144 60_30C_conf2_incohfiterr_raw                                     0.653178     0.025338
     31144 60_35C_conf1                                                     0.000000     0.000000
     31144 60_35C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_35C_conf2_incohfiterr                                         0.652685     0.024758
     31144 60_35C_conf2_incohfiterr_raw                                     0.653178     0.025338
     31144 60_40C_conf1                                                     0.000000     0.000000
     31144 60_40C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_40C_conf2_incohfiterr                                         0.652685     0.024758
     31144 60_40C_conf2_incohfiterr_raw                                     0.653178     0.025338
     31144 60_45C_conf1                                                     0.000000     0.000000
     31144 60_45C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_45C_conf2_incohfiterr                                         0.652685     0.024758
     31144 60_45C_conf2_incohfiterr_raw                                     0.653178     0.025338
     31144 60_50C_conf1                                                     0.000000     0.000000
     31144 60_50C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_50C_conf2_incohfiterr                                         0.652685     0.024758
     31144 60_50C_conf2_incohfiterr_raw                                     0.653178     0.025338
     31144 60_55C_conf1                                                     0.000000     0.000000
     31144 60_55C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_55C_conf2_incohfiterr                                         0.652676     0.024849
     31144 60_55C_conf2_incohfiterr_raw                                     0.653186     0.025345
     31144 60_60C_conf1                                                     0.000000     0.000000
     31144 60_60C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 60_60C_conf2_incohfiterr                                         0.652676     0.024849
     31144 60_60C_conf2_incohfiterr_raw                                     0.653186     0.025345
     31144 61_25C_conf1                                                     0.000000     0.000000
     31144 61_25C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_25C_conf2_incohfiterr                                         0.660536     0.025651
     31144 61_25C_conf2_incohfiterr_raw                                     0.660984     0.026557
     31144 61_30C_conf1                                                     0.000000     0.000000
     31144 61_30C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_30C_conf2_incohfiterr                                         0.660536     0.025651
     31144 61_30C_conf2_incohfiterr_raw                                     0.660984     0.026557
     31144 61_35C_conf1                                                     0.000000     0.000000
     31144 61_35C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_35C_conf2_incohfiterr                                         0.660536     0.025651
     31144 61_35C_conf2_incohfiterr_raw                                     0.660984     0.026557
     31144 61_40C_conf1                                                     0.000000     0.000000
     31144 61_40C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_40C_conf2_incohfiterr                                         0.660536     0.025651
     31144 61_40C_conf2_incohfiterr_raw                                     0.660984     0.026557
     31144 61_45C_conf1                                                     0.000000     0.000000
     31144 61_45C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_45C_conf2_incohfiterr                                         0.660536     0.025651
     31144 61_45C_conf2_incohfiterr_raw                                     0.660984     0.026557
     31144 61_50C_conf1                                                     0.000000     0.000000
     31144 61_50C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_50C_conf2_incohfiterr                                         0.660536     0.025651
     31144 61_50C_conf2_incohfiterr_raw                                     0.660984     0.026557
     31144 61_55C_conf1                                                     0.000000     0.000000
     31144 61_55C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_55C_conf2_incohfiterr                                         0.660537     0.025710
     31144 61_55C_conf2_incohfiterr_raw                                     0.660995     0.026562
     31144 61_60C_conf1                                                     0.000000     0.000000
     31144 61_60C_conf1_bkgd_141242                                         0.000000     0.000000
     31144 61_60C_conf2_incohfiterr                                         0.660537     0.025710
     31144 61_60C_conf2_incohfiterr_raw                                     0.660995     0.026562
     31144 62_25C_conf1                                                     0.665297     0.005916
     31144 62_25C_conf1_raw                                                 0.665858     0.012781
     31144 62_25C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_25C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_30C_conf1                                                     0.665297     0.005916
     31144 62_30C_conf1_raw                                                 0.665858     0.012781
     31144 62_30C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_30C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_35C_conf1                                                     0.665297     0.005916
     31144 62_35C_conf1_raw                                                 0.665858     0.012781
     31144 62_35C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_35C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_40C_conf1                                                     0.665297     0.005916
     31144 62_40C_conf1_raw                                                 0.665858     0.012781
     31144 62_40C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_40C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_45C_conf1                                                     0.665297     0.005916
     31144 62_45C_conf1_raw                                                 0.665858     0.012781
     31144 62_45C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_45C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_50C_conf1                                                     0.665297     0.005916
     31144 62_50C_conf1_raw                                                 0.665858     0.012781
     31144 62_50C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_50C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_55C_conf1                                                     0.665297     0.005916
     31144 62_55C_conf1_raw                                                 0.665858     0.012781
     31144 62_55C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_55C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 62_60C_conf1                                                     0.665297     0.005916
     31144 62_60C_conf1_raw                                                 0.665858     0.012781
     31144 62_60C_conf2_incohfiterr                                         0.663616     0.025135
     31144 62_60C_conf2_incohfiterr_raw                                     0.663953     0.027190
     31144 63_25C_conf1                                                     0.661571     0.010311
     31144 63_25C_conf1_raw                                                 0.662046     0.016429
     31144 63_25C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_25C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_30C_conf1                                                     0.661571     0.010311
     31144 63_30C_conf1_raw                                                 0.662046     0.016429
     31144 63_30C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_30C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_35C_conf1                                                     0.661571     0.010311
     31144 63_35C_conf1_raw                                                 0.662046     0.016429
     31144 63_35C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_35C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_40C_conf1                                                     0.661571     0.010311
     31144 63_40C_conf1_raw                                                 0.662046     0.016429
     31144 63_40C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_40C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_45C_conf1                                                     0.661571     0.010311
     31144 63_45C_conf1_raw                                                 0.662046     0.016429
     31144 63_45C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_45C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_50C_conf1                                                     0.661571     0.010311
     31144 63_50C_conf1_raw                                                 0.662046     0.016429
     31144 63_50C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_50C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_55C_conf1                                                     0.661571     0.010311
     31144 63_55C_conf1_raw                                                 0.662046     0.016429
     31144 63_55C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_55C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 63_60C_conf1                                                     0.661571     0.010311
     31144 63_60C_conf1_raw                                                 0.662046     0.016429
     31144 63_60C_conf2_incohfiterr                                         0.665189     0.024468
     31144 63_60C_conf2_incohfiterr_raw                                     0.665750     0.025841
     31144 64_25C_conf1                                                     0.668830     0.004431
     31144 64_25C_conf1_raw                                                 0.669806     0.016078
     31144 64_25C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_25C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_30C_conf1                                                     0.668830     0.004431
     31144 64_30C_conf1_raw                                                 0.669806     0.016078
     31144 64_30C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_30C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_35C_conf1                                                     0.668830     0.004431
     31144 64_35C_conf1_raw                                                 0.669806     0.016078
     31144 64_35C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_35C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_40C_conf1                                                     0.668830     0.004431
     31144 64_40C_conf1_raw                                                 0.669806     0.016078
     31144 64_40C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_40C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_45C_conf1                                                     0.668830     0.004431
     31144 64_45C_conf1_raw                                                 0.669806     0.016078
     31144 64_45C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_45C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_50C_conf1                                                     0.668830     0.004431
     31144 64_50C_conf1_raw                                                 0.669806     0.016078
     31144 64_50C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_50C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_55C_conf1                                                     0.668830     0.004431
     31144 64_55C_conf1_raw                                                 0.669806     0.016078
     31144 64_55C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_55C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 64_60C_conf1                                                     0.668830     0.004431
     31144 64_60C_conf1_raw                                                 0.669806     0.016078
     31144 64_60C_conf2_incohfiterr                                         0.663239     0.024040
     31144 64_60C_conf2_incohfiterr_raw                                     0.664103     0.024547
     31144 65_25C_conf1                                                     0.654875     0.010698
     31144 65_25C_conf1_raw                                                 0.655312     0.016743
     31144 65_25C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_25C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_30C_conf1                                                     0.654875     0.010698
     31144 65_30C_conf1_raw                                                 0.655312     0.016743
     31144 65_30C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_30C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_35C_conf1                                                     0.654875     0.010698
     31144 65_35C_conf1_raw                                                 0.655312     0.016743
     31144 65_35C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_35C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_40C_conf1                                                     0.654875     0.010698
     31144 65_40C_conf1_raw                                                 0.655312     0.016743
     31144 65_40C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_40C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_45C_conf1                                                     0.654875     0.010698
     31144 65_45C_conf1_raw                                                 0.655312     0.016743
     31144 65_45C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_45C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_50C_conf1                                                     0.654875     0.010698
     31144 65_50C_conf1_raw                                                 0.655312     0.016743
     31144 65_50C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_50C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_55C_conf1                                                     0.654875     0.010698
     31144 65_55C_conf1_raw                                                 0.655312     0.016743
     31144 65_55C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_55C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 65_60C_conf1                                                     0.654875     0.010698
     31144 65_60C_conf1_raw                                                 0.655312     0.016743
     31144 65_60C_conf2_incohfiterr                                         0.653178     0.023609
     31144 65_60C_conf2_incohfiterr_raw                                     0.653747     0.025089
     31144 66_25C_conf1                                                     0.661611     0.007079
     31144 66_25C_conf1_raw                                                 0.662055     0.016415
