      IPTS Basename                                                        Avg_Trans    Std_Trans
     34633 15_conf2_tofcut_raw                                              0.795836     0.005391
     34633 16_conf1                                                         0.826093     0.008302
     34633 16_conf1                                                         0.826093     0.008302
     34633 16_conf1_inc                                                     0.826093     0.008302
     34633 16_conf1_inc_raw                                                 0.826359     0.013114
     34633 16_conf1_raw                                                     0.826359     0.013114
     34633 16_conf1_raw                                                     0.826359     0.013114
     34633 1_conf1                                                          0.676812     0.008454
     34633 1_conf1_inc                                                      0.676812     0.008454
     34633 1_conf1_inc_el                                                   0.676812     0.008454
     34633 1_conf1_inc_el_raw                                               0.677044     0.012165
     34633 1_conf1_inc_raw                                                  0.677044     0.012165
     34633 1_conf1_raw                                                      0.677044     0.012165
     34633 1_conf2_inc                                                      0.741276     0.006275
     34633 1_conf2_inc_raw                                                  0.741282     0.006577
     34633 1_conf2_tofcut                                                   0.741276     0.006275
     34633 1_conf2_tofcut_raw                                               0.741282     0.006577
     34633 3_conf1                                                          0.789067     0.002671
     34633 3_conf1_inc                                                      0.789067     0.002671
     34633 3_conf1_inc_el                                                   0.789067     0.002671
     34633 3_conf1_inc_el_raw                                               0.789202     0.008629
     34633 3_conf1_inc_raw                                                  0.789202     0.008629
     34633 3_conf1_raw                                                      0.789202     0.008629
     34633 3_conf2_inc                                                      0.795800     0.004533
     34633 3_conf2_inc_raw                                                  0.795836     0.005391
     34633 3_conf2_tofcut                                                   0.795800     0.004533
     34633 3_conf2_tofcut_raw                                               0.795836     0.005391
     34633 4_conf2_inc                                                      0.826611     0.006417
     34633 4_conf2_inc_raw                                                  0.826594     0.007677
     34633 4_conf2_tofcut                                                   0.826611     0.006417
     34633 4_conf2_tofcut_raw                                               0.826594     0.007677
     34633 5_conf1                                                          0.769006     0.003956
     34633 5_conf1_inc                                                      0.769006     0.003956
     34633 5_conf1_inc_el                                                   0.769006     0.003956
     34633 5_conf1_inc_el_raw                                               0.769184     0.009343
     34633 5_conf1_inc_raw                                                  0.769184     0.009343
     34633 5_conf1_raw                                                      0.769184     0.009343
     34633 5_conf2_inc                                                      0.790617     0.006064
     34633 5_conf2_inc_raw                                                  0.790671     0.008112
     34633 5_conf2_tofcut                                                   0.790617     0.006064
     34633 5_conf2_tofcut_raw                                               0.790671     0.008112
     34633 6_conf1                                                          0.682721     0.008680
     34633 6_conf1_inc                                                      0.682721     0.008680
     34633 6_conf1_inc_el                                                   0.682721     0.008680
     34633 6_conf1_inc_el_raw                                               0.682634     0.012138
     34633 6_conf1_inc_raw                                                  0.682634     0.012138
     34633 6_conf1_raw                                                      0.682634     0.012138
     34633 6_conf2_inc                                                      0.741002     0.008204
     34633 6_conf2_inc_raw                                                  0.741059     0.008744
     34633 6_conf2_tofcut                                                   0.741002     0.008204
     34633 6_conf2_tofcut_raw                                               0.741059     0.008744
     34633 7_conf2_inc                                                      0.826649     0.003827
     34633 7_conf2_inc_raw                                                  0.826670     0.006103
     34633 7_conf2_tofcut                                                   0.826649     0.003827
     34633 7_conf2_tofcut_raw                                               0.826670     0.006103
     34633 8_conf1                                                          0.761405     0.004676
     34633 8_conf1_inc                                                      0.761405     0.004676
     34633 8_conf1_inc_el                                                   0.761405     0.004676
     34633 8_conf1_inc_el_raw                                               0.761242     0.010340
     34633 8_conf1_inc_raw                                                  0.761242     0.010340
     34633 8_conf1_raw                                                      0.761242     0.010340
     34633 8_conf2_inc                                                      0.788338     0.005338
     34633 8_conf2_inc_raw                                                  0.788364     0.006143
     34633 8_conf2_tofcut                                                   0.788338     0.005338
     34633 8_conf2_tofcut_raw                                               0.788364     0.006143
     34633 9_conf1                                                          0.760671     0.001150
     34633 9_conf1                                                          0.760671     0.001150
     34633 9_conf1_inc                                                      0.760671     0.001150
     34633 9_conf1_inc_raw                                                  0.760717     0.008446
     34633 9_conf1_raw                                                      0.760717     0.008446
     34633 9_conf1_raw                                                      0.760717     0.008446
     34633 9_conf2_inc                                                      0.796072     0.002232
     34633 9_conf2_inc                                                      0.796072     0.002232
     34633 9_conf2_inc_raw                                                  0.796100     0.004431
     34633 9_conf2_inc_raw                                                  0.796100     0.004431
     34633 9_conf2_tofcut                                                   0.796072     0.002232
     34633 9_conf2_tofcut_raw                                               0.796100     0.004431
     34633 A10.100_40C_conf1                                                0.789067     0.002671
     34633 A10.100_40C_conf1                                                0.789067     0.002671
     34633 A10.100_40C_conf1_inc                                            0.789067     0.002671
     34633 A10.100_40C_conf1_inc                                            0.789067     0.002671
     34633 A10.100_40C_conf1_inc_raw                                        0.789202     0.008629
     34633 A10.100_40C_conf1_inc_raw                                        0.789202     0.008629
     34633 A10.100_40C_conf1_raw                                            0.789202     0.008629
     34633 A10.100_40C_conf1_raw                                            0.789202     0.008629
     34633 A10.100_40C_conf2_inc                                            0.795800     0.004533
     34633 A10.100_40C_conf2_inc                                            0.795800     0.004533
     34633 A10.100_40C_conf2_inc_raw                                        0.795836     0.005391
     34633 A10.100_40C_conf2_inc_raw                                        0.795836     0.005391
     34633 A10.100_40C_conf2_tofcut                                         0.795800     0.004533
     34633 A10.100_40C_conf2_tofcut_raw                                     0.795836     0.005391
     34633 A10.100_60C_conf1                                                0.789067     0.002671
     34633 A10.100_60C_conf1                                                0.789067     0.002671
     34633 A10.100_60C_conf1_inc                                            0.789067     0.002671
     34633 A10.100_60C_conf1_inc                                            0.789067     0.002671
     34633 A10.100_60C_conf1_inc_raw                                        0.789202     0.008629
     34633 A10.100_60C_conf1_inc_raw                                        0.789202     0.008629
     34633 A10.100_60C_conf1_raw                                            0.789202     0.008629
     34633 A10.100_60C_conf1_raw                                            0.789202     0.008629
     34633 A10.100_60C_conf2_inc                                            0.795800     0.004533
     34633 A10.100_60C_conf2_inc                                            0.795800     0.004533
     34633 A10.100_60C_conf2_inc_raw                                        0.795836     0.005391
     34633 A10.100_60C_conf2_inc_raw                                        0.795836     0.005391
     34633 A10.100_60C_conf2_tofcut                                         0.795800     0.004533
     34633 A10.100_60C_conf2_tofcut_raw                                     0.795836     0.005391
     34633 A10.100_conf1                                                    0.789067     0.002671
     34633 A10.100_conf1                                                    0.789067     0.002671
     34633 A10.100_conf1_inc                                                0.789067     0.002671
     34633 A10.100_conf1_inc                                                0.789067     0.002671
     34633 A10.100_conf1_inc_raw                                            0.789202     0.008629
     34633 A10.100_conf1_inc_raw                                            0.789202     0.008629
     34633 A10.100_conf1_raw                                                0.789202     0.008629
     34633 A10.100_conf1_raw                                                0.789202     0.008629
     34633 A10.100_conf2_inc                                                0.795800     0.004533
     34633 A10.100_conf2_inc                                                0.795800     0.004533
     34633 A10.100_conf2_inc_raw                                            0.795836     0.005391
     34633 A10.100_conf2_inc_raw                                            0.795836     0.005391
     34633 A10.100_conf2_tofcut                                             0.795800     0.004533
     34633 A10.100_conf2_tofcut_raw                                         0.795836     0.005391
     34633 A20.100_40C_conf2_inc                                            0.826611     0.006417
     34633 A20.100_40C_conf2_inc                                            0.826611     0.006417
     34633 A20.100_40C_conf2_inc_raw                                        0.826594     0.007677
     34633 A20.100_40C_conf2_inc_raw                                        0.826594     0.007677
     34633 A20.100_40C_conf2_tofcut                                         0.826611     0.006417
     34633 A20.100_40C_conf2_tofcut_raw                                     0.826594     0.007677
     34633 A20.100_60C_conf2_inc                                            0.826611     0.006417
     34633 A20.100_60C_conf2_inc                                            0.826611     0.006417
     34633 A20.100_60C_conf2_inc_raw                                        0.826594     0.007677
     34633 A20.100_60C_conf2_inc_raw                                        0.826594     0.007677
     34633 A20.100_60C_conf2_tofcut                                         0.826611     0.006417
     34633 A20.100_60C_conf2_tofcut_raw                                     0.826594     0.007677
     34633 A20.100_conf2_inc                                                0.826611     0.006417
     34633 A20.100_conf2_inc                                                0.826611     0.006417
     34633 A20.100_conf2_inc_raw                                            0.826594     0.007677
     34633 A20.100_conf2_inc_raw                                            0.826594     0.007677
     34633 A20.100_conf2_tofcut                                             0.826611     0.006417
     34633 A20.100_conf2_tofcut_raw                                         0.826594     0.007677
     34633 A5.90_conf1                                                      0.682721     0.008680
     34633 A5.90_conf1                                                      0.682721     0.008680
     34633 A5.90_conf1_inc                                                  0.682721     0.008680
     34633 A5.90_conf1_inc                                                  0.682721     0.008680
     34633 A5.90_conf1_inc_raw                                              0.682634     0.012138
     34633 A5.90_conf1_inc_raw                                              0.682634     0.012138
     34633 A5.90_conf1_raw                                                  0.682634     0.012138
     34633 A5.90_conf1_raw                                                  0.682634     0.012138
     34633 A5.90_conf2_inc                                                  0.741002     0.008204
     34633 A5.90_conf2_inc                                                  0.741002     0.008204
     34633 A5.90_conf2_inc_raw                                              0.741059     0.008744
     34633 A5.90_conf2_inc_raw                                              0.741059     0.008744
     34633 A5.90_conf2_tofcut                                               0.741002     0.008204
     34633 A5.90_conf2_tofcut_raw                                           0.741059     0.008744
     34633 A5.95_conf1                                                      0.769006     0.003956
     34633 A5.95_conf1                                                      0.769006     0.003956
     34633 A5.95_conf1_inc                                                  0.769006     0.003956
     34633 A5.95_conf1_inc                                                  0.769006     0.003956
     34633 A5.95_conf1_inc_raw                                              0.769184     0.009343
     34633 A5.95_conf1_inc_raw                                              0.769184     0.009343
     34633 A5.95_conf1_raw                                                  0.769184     0.009343
     34633 A5.95_conf1_raw                                                  0.769184     0.009343
     34633 A5.95_conf2_inc                                                  0.790617     0.006064
     34633 A5.95_conf2_inc                                                  0.790617     0.006064
     34633 A5.95_conf2_inc_raw                                              0.790671     0.008112
     34633 A5.95_conf2_inc_raw                                              0.790671     0.008112
     34633 A5.95_conf2_tofcut                                               0.790617     0.006064
     34633 A5.95_conf2_tofcut_raw                                           0.790671     0.008112
     34633 Bkg4100_2mm_conf2_tofcut                                         0.826649     0.003827
     34633 Bkg4100_2mm_conf2_tofcut_raw                                     0.826670     0.006103
     34633 Bkg480_2mm_conf1                                                 0.676812     0.008454
     34633 Bkg480_2mm_conf1                                                 0.600510     0.012803
     34633 Bkg480_2mm_conf1_inc                                             0.600510     0.012803
     34633 Bkg480_2mm_conf1_inc                                             0.676812     0.008454
     34633 Bkg480_2mm_conf1_inc_raw                                         0.600474     0.016223
     34633 Bkg480_2mm_conf1_inc_raw                                         0.677044     0.012165
     34633 Bkg480_2mm_conf1_raw                                             0.677044     0.012165
     34633 Bkg480_2mm_conf1_raw                                             0.600474     0.016223
     34633 Bkg480_2mm_conf2_inc                                             0.735425     0.007044
     34633 Bkg480_2mm_conf2_inc                                             0.735425     0.007044
     34633 Bkg480_2mm_conf2_inc_raw                                         0.735491     0.008682
     34633 Bkg480_2mm_conf2_inc_raw                                         0.735491     0.008682
     34633 Bkg480_2mm_conf2_tofcut                                          0.741276     0.006275
     34633 Bkg480_2mm_conf2_tofcut_raw                                      0.741282     0.006577
     34633 Bkg490_2mm_conf1                                                 0.761405     0.004676
     34633 Bkg490_2mm_conf1                                                 0.717008     0.008651
     34633 Bkg490_2mm_conf1_inc                                             0.717008     0.008651
     34633 Bkg490_2mm_conf1_inc                                             0.761405     0.004676
     34633 Bkg490_2mm_conf1_inc_raw                                         0.717005     0.012624
     34633 Bkg490_2mm_conf1_inc_raw                                         0.761242     0.010340
     34633 Bkg490_2mm_conf1_raw                                             0.761242     0.010340
     34633 Bkg490_2mm_conf1_raw                                             0.717005     0.012624
     34633 Bkg490_2mm_conf2_inc                                             0.795907     0.005225
     34633 Bkg490_2mm_conf2_inc                                             0.795907     0.005225
     34633 Bkg490_2mm_conf2_inc_raw                                         0.795891     0.006833
     34633 Bkg490_2mm_conf2_inc_raw                                         0.795891     0.006833
     34633 Bkg490_2mm_conf2_tofcut                                          0.788338     0.005338
     34633 Bkg490_2mm_conf2_tofcut_raw                                      0.788364     0.006143
     34633 D2O.90_conf1                                                     0.676812     0.008454
     34633 D2O.90_conf1                                                     0.676812     0.008454
     34633 D2O.90_conf1_inc                                                 0.676812     0.008454
     34633 D2O.90_conf1_inc                                                 0.676812     0.008454
     34633 D2O.90_conf1_inc_raw                                             0.677044     0.012165
     34633 D2O.90_conf1_inc_raw                                             0.677044     0.012165
     34633 D2O.90_conf1_raw                                                 0.677044     0.012165
     34633 D2O.90_conf1_raw                                                 0.677044     0.012165
     34633 D2O.90_conf2_inc                                                 0.741276     0.006275
     34633 D2O.90_conf2_inc                                                 0.741276     0.006275
     34633 D2O.90_conf2_inc_raw                                             0.741282     0.006577
     34633 D2O.90_conf2_inc_raw                                             0.741282     0.006577
     34633 D2O.90_conf2_tofcut                                              0.741276     0.006275
     34633 D2O.90_conf2_tofcut_raw                                          0.741282     0.006577
     34633 D2O.95_conf1                                                     0.761405     0.004676
     34633 D2O.95_conf1                                                     0.761405     0.004676
     34633 D2O.95_conf1_inc                                                 0.761405     0.004676
     34633 D2O.95_conf1_inc                                                 0.761405     0.004676
     34633 D2O.95_conf1_inc_raw                                             0.761242     0.010340
     34633 D2O.95_conf1_inc_raw                                             0.761242     0.010340
     34633 D2O.95_conf1_raw                                                 0.761242     0.010340
     34633 D2O.95_conf1_raw                                                 0.761242     0.010340
     34633 D2O.95_conf2_inc                                                 0.788338     0.005338
     34633 D2O.95_conf2_inc                                                 0.788338     0.005338
     34633 D2O.95_conf2_inc_raw                                             0.788364     0.006143
     34633 D2O.95_conf2_inc_raw                                             0.788364     0.006143
     34633 D2O.95_conf2_tofcut                                              0.788338     0.005338
     34633 D2O.95_conf2_tofcut_raw                                          0.788364     0.006143
     34633 D2O_conf2_inc                                                    0.826649     0.003827
     34633 D2O_conf2_inc                                                    0.826649     0.003827
     34633 D2O_conf2_inc_raw                                                0.826670     0.006103
     34633 D2O_conf2_inc_raw                                                0.826670     0.006103
     34633 D2O_conf2_tofcut                                                 0.826649     0.003827
     34633 D2O_conf2_tofcut_raw                                             0.826670     0.006103
     34633 GP3-2.20_conf1                                                   0.810183     0.000175
     34633 GP3-2.20_conf1                                                   0.810183     0.000175
     34633 GP3-2.20_conf1_inc                                               0.810183     0.000175
     34633 GP3-2.20_conf1_inc                                               0.810183     0.000175
     34633 GP3-2.20_conf1_inc_raw                                           0.809786     0.012664
     34633 GP3-2.20_conf1_inc_raw                                           0.809786     0.012664
     34633 GP3-2.20_conf1_raw                                               0.809786     0.012664
     34633 GP3-2.20_conf1_raw                                               0.809786     0.012664
     34633 P2.B4.100-0.5_2mm_40C_conf1                                      0.682721     0.008680
     34633 P2.B4.100-0.5_2mm_40C_conf1_inc                                  0.682721     0.008680
     34633 P2.B4.100-0.5_2mm_40C_conf1_inc_raw                              0.682634     0.012138
     34633 P2.B4.100-0.5_2mm_40C_conf1_raw                                  0.682634     0.012138
     34633 P2.B4.100-0.5_2mm_40C_conf2_tofcut                               0.741002     0.008204
     34633 P2.B4.100-0.5_2mm_40C_conf2_tofcut_raw                           0.741059     0.008744
     34633 P2.B4.100-0.5_2mm_60C_conf2_tofcut                               0.826611     0.006417
     34633 P2.B4.100-0.5_2mm_60C_conf2_tofcut_raw                           0.826594     0.007677
     34633 P2.B4.100-3.0_2mm_40C_conf1                                      0.813647     0.004036
     34633 P2.B4.100-3.0_2mm_40C_conf1_inc                                  0.813647     0.004036
     34633 P2.B4.100-3.0_2mm_40C_conf1_inc_raw                              0.813753     0.009193
     34633 P2.B4.100-3.0_2mm_40C_conf1_raw                                  0.813753     0.009193
     34633 P2.B4.100-3.0_2mm_40C_conf2_inc                                  0.824210     0.005200
     34633 P2.B4.100-3.0_2mm_40C_conf2_inc                                  0.824210     0.005200
     34633 P2.B4.100-3.0_2mm_40C_conf2_inc_raw                              0.824235     0.006428
     34633 P2.B4.100-3.0_2mm_40C_conf2_inc_raw                              0.824235     0.006428
     34633 P2.B4.100-3.0_2mm_60C_conf1                                      0.813647     0.004036
     34633 P2.B4.100-3.0_2mm_60C_conf1_inc                                  0.813647     0.004036
     34633 P2.B4.100-3.0_2mm_60C_conf1_inc_raw                              0.813753     0.009193
     34633 P2.B4.100-3.0_2mm_60C_conf1_raw                                  0.813753     0.009193
     34633 P2.B4.100-3.0_2mm_60C_conf2_inc                                  0.824210     0.005200
     34633 P2.B4.100-3.0_2mm_60C_conf2_inc                                  0.824210     0.005200
     34633 P2.B4.100-3.0_2mm_60C_conf2_inc_raw                              0.824235     0.006428
     34633 P2.B4.100-3.0_2mm_60C_conf2_inc_raw                              0.824235     0.006428
     34633 P2.B4.100-5.0_2mm_40C_conf1                                      0.789067     0.002671
     34633 P2.B4.100-5.0_2mm_40C_conf1_inc                                  0.789067     0.002671
     34633 P2.B4.100-5.0_2mm_40C_conf1_inc_raw                              0.789202     0.008629
     34633 P2.B4.100-5.0_2mm_40C_conf1_raw                                  0.789202     0.008629
     34633 P2.B4.100-5.0_2mm_40C_conf2_tofcut                               0.795800     0.004533
     34633 P2.B4.100-5.0_2mm_40C_conf2_tofcut_raw                           0.795836     0.005391
     34633 P2.B4.100-5.0_2mm_60C_conf1                                      0.789067     0.002671
     34633 P2.B4.100-5.0_2mm_60C_conf1_inc                                  0.789067     0.002671
     34633 P2.B4.100-5.0_2mm_60C_conf1_inc_raw                              0.789202     0.008629
     34633 P2.B4.100-5.0_2mm_60C_conf1_raw                                  0.789202     0.008629
     34633 P2.B4.100-5.0_2mm_60C_conf2_tofcut                               0.795800     0.004533
     34633 P2.B4.100-5.0_2mm_60C_conf2_tofcut_raw                           0.795836     0.005391
     34633 P2.B4.80-0.5_2mm_conf1                                           0.789067     0.002671
     34633 P2.B4.80-0.5_2mm_conf1                                           0.600587     0.012493
     34633 P2.B4.80-0.5_2mm_conf1_inc                                       0.600587     0.012493
     34633 P2.B4.80-0.5_2mm_conf1_inc                                       0.789067     0.002671
     34633 P2.B4.80-0.5_2mm_conf1_inc_raw                                   0.600541     0.015519
     34633 P2.B4.80-0.5_2mm_conf1_inc_raw                                   0.789202     0.008629
     34633 P2.B4.80-0.5_2mm_conf1_raw                                       0.789202     0.008629
     34633 P2.B4.80-0.5_2mm_conf1_raw                                       0.600541     0.015519
     34633 P2.B4.80-0.5_2mm_conf2_inc                                       0.737279     0.010425
     34633 P2.B4.80-0.5_2mm_conf2_inc                                       0.737279     0.010425
     34633 P2.B4.80-0.5_2mm_conf2_inc_raw                                   0.737322     0.011219
     34633 P2.B4.80-0.5_2mm_conf2_inc_raw                                   0.737322     0.011219
     34633 P2.B4.80-0.5_2mm_conf2_tofcut                                    0.795800     0.004533
     34633 P2.B4.80-0.5_2mm_conf2_tofcut_raw                                0.795836     0.005391
     34633 P2.B4.80-1.0_2mm_conf1                                           0.769006     0.003956
     34633 P2.B4.80-1.0_2mm_conf1                                           0.599209     0.012717
     34633 P2.B4.80-1.0_2mm_conf1_inc                                       0.599209     0.012717
     34633 P2.B4.80-1.0_2mm_conf1_inc                                       0.769006     0.003956
     34633 P2.B4.80-1.0_2mm_conf1_inc_raw                                   0.599107     0.015813
     34633 P2.B4.80-1.0_2mm_conf1_inc_raw                                   0.769184     0.009343
     34633 P2.B4.80-1.0_2mm_conf1_raw                                       0.769184     0.009343
     34633 P2.B4.80-1.0_2mm_conf1_raw                                       0.599107     0.015813
     34633 P2.B4.80-1.0_2mm_conf2_inc                                       0.732596     0.010195
     34633 P2.B4.80-1.0_2mm_conf2_inc                                       0.732596     0.010195
     34633 P2.B4.80-1.0_2mm_conf2_inc_raw                                   0.732569     0.010741
     34633 P2.B4.80-1.0_2mm_conf2_inc_raw                                   0.732569     0.010741
     34633 P2.B4.80-1.0_2mm_conf2_tofcut                                    0.790617     0.006064
     34633 P2.B4.80-1.0_2mm_conf2_tofcut_raw                                0.790671     0.008112
     34633 P2.B4.90-0.5_2mm_conf1                                           0.713439     0.006594
     34633 P2.B4.90-0.5_2mm_conf1_inc                                       0.713439     0.006594
     34633 P2.B4.90-0.5_2mm_conf1_inc_raw                                   0.713772     0.010189
     34633 P2.B4.90-0.5_2mm_conf1_raw                                       0.713772     0.010189
     34633 P2.B4.90-0.5_2mm_conf2_inc                                       0.792866     0.007923
     34633 P2.B4.90-0.5_2mm_conf2_inc                                       0.792866     0.007923
     34633 P2.B4.90-0.5_2mm_conf2_inc_raw                                   0.792875     0.008112
     34633 P2.B4.90-0.5_2mm_conf2_inc_raw                                   0.792875     0.008112
     34633 P2.B4.90-1.0_2mm_conf1                                           0.000000     0.000000
     34633 P2.B4.90-1.0_2mm_conf1_inc                                       0.000000     0.000000
     34633 P2.B4.90-1.0_2mm_conf2_inc                                       0.789943     0.007697
     34633 P2.B4.90-1.0_2mm_conf2_inc                                       0.789943     0.007697
     34633 P2.B4.90-1.0_2mm_conf2_inc_raw                                   0.789927     0.008511
     34633 P2.B4.90-1.0_2mm_conf2_inc_raw                                   0.789927     0.008511
     34633 P2.B4.90-1.0_2mm_conf2_tofcut                                    0.826611     0.006417
     34633 P2.B4.90-1.0_2mm_conf2_tofcut_raw                                0.826594     0.007677
     34633 St0_conf2_inc                                                    0.826649     0.003827
     34633 St0_conf2_inc_raw                                                0.826670     0.006103
     34633 St0_conf2_tofcut                                                 0.826649     0.003827
     34633 St0_conf2_tofcut_raw                                             0.826670     0.006103
     34633 St11_conf1                                                       0.789067     0.002671
     34633 St11_conf1_inc                                                   0.789067     0.002671
     34633 St11_conf1_inc_el                                                0.789067     0.002671
     34633 St11_conf1_inc_el_raw                                            0.789202     0.008629
     34633 St11_conf1_inc_raw                                               0.789202     0.008629
     34633 St11_conf1_raw                                                   0.789202     0.008629
     34633 St11_conf2_inc                                                   0.795800     0.004533
     34633 St11_conf2_inc_raw                                               0.795836     0.005391
     34633 St11_conf2_tofcut                                                0.795800     0.004533
     34633 St11_conf2_tofcut_raw                                            0.795836     0.005391
     34633 St12_conf2_inc                                                   0.826611     0.006417
     34633 St12_conf2_inc_raw                                               0.826594     0.007677
     34633 St12_conf2_tofcut                                                0.826611     0.006417
     34633 St12_conf2_tofcut_raw                                            0.826594     0.007677
     34633 St15_conf1                                                       0.789067     0.002671
     34633 St15_conf1_inc                                                   0.789067     0.002671
     34633 St15_conf1_inc_el                                                0.789067     0.002671
     34633 St15_conf1_inc_el_raw                                            0.789202     0.008629
     34633 St15_conf1_inc_raw                                               0.789202     0.008629
     34633 St15_conf1_raw                                                   0.789202     0.008629
     34633 St15_conf2_inc                                                   0.795800     0.004533
     34633 St15_conf2_inc_raw                                               0.795836     0.005391
     34633 St15_conf2_tofcut                                                0.795800     0.004533
     34633 St15_conf2_tofcut_raw                                            0.795836     0.005391
     34633 St1_conf1                                                        0.761405     0.004676
     34633 St1_conf1_inc                                                    0.761405     0.004676
     34633 St1_conf1_inc_el                                                 0.761405     0.004676
     34633 St1_conf1_inc_el_raw                                             0.761242     0.010340
     34633 St1_conf1_inc_raw                                                0.761242     0.010340
     34633 St1_conf1_raw                                                    0.761242     0.010340
     34633 St1_conf2_inc                                                    0.788338     0.005338
     34633 St1_conf2_inc_raw                                                0.788364     0.006143
     34633 St1_conf2_tofcut                                                 0.788338     0.005338
     34633 St1_conf2_tofcut_raw                                             0.788364     0.006143
     34633 St2_conf1                                                        0.676812     0.008454
     34633 St2_conf1_inc                                                    0.676812     0.008454
     34633 St2_conf1_inc_el                                                 0.676812     0.008454
     34633 St2_conf1_inc_el_raw                                             0.677044     0.012165
     34633 St2_conf1_inc_raw                                                0.677044     0.012165
     34633 St2_conf1_raw                                                    0.677044     0.012165
     34633 St2_conf2_inc                                                    0.741276     0.006275
     34633 St2_conf2_inc_raw                                                0.741282     0.006577
     34633 St2_conf2_tofcut                                                 0.741276     0.006275
     34633 St2_conf2_tofcut_raw                                             0.741282     0.006577
     34633 St5_conf1                                                        0.789067     0.002671
     34633 St5_conf1_inc                                                    0.789067     0.002671
     34633 St5_conf1_inc_el                                                 0.789067     0.002671
     34633 St5_conf1_inc_el_raw                                             0.789202     0.008629
     34633 St5_conf1_inc_raw                                                0.789202     0.008629
     34633 St5_conf1_raw                                                    0.789202     0.008629
     34633 St5_conf2_inc                                                    0.795800     0.004533
     34633 St5_conf2_inc_raw                                                0.795836     0.005391
     34633 St5_conf2_tofcut                                                 0.795800     0.004533
     34633 St5_conf2_tofcut_raw                                             0.795836     0.005391
     34633 St6_conf2_inc                                                    0.826611     0.006417
     34633 St6_conf2_inc_raw                                                0.826594     0.007677
     34633 St6_conf2_tofcut                                                 0.826611     0.006417
     34633 St6_conf2_tofcut_raw                                             0.826594     0.007677
     34633 St7_conf1                                                        0.769006     0.003956
     34633 St7_conf1_inc                                                    0.769006     0.003956
     34633 St7_conf1_inc_el                                                 0.769006     0.003956
     34633 St7_conf1_inc_el_raw                                             0.769184     0.009343
     34633 St7_conf1_inc_raw                                                0.769184     0.009343
     34633 St7_conf1_raw                                                    0.769184     0.009343
     34633 St7_conf2_inc                                                    0.790617     0.006064
     34633 St7_conf2_inc_raw                                                0.790671     0.008112
     34633 St7_conf2_tofcut                                                 0.790617     0.006064
     34633 St7_conf2_tofcut_raw                                             0.790671     0.008112
     34633 St8_conf1                                                        0.682721     0.008680
     34633 St8_conf1_inc                                                    0.682721     0.008680
     34633 St8_conf1_inc_el                                                 0.682721     0.008680
     34633 St8_conf1_inc_el_raw                                             0.682634     0.012138
     34633 St8_conf1_inc_raw                                                0.682634     0.012138
     34633 St8_conf1_raw                                                    0.682634     0.012138
     34633 St8_conf2_inc                                                    0.741002     0.008204
     34633 St8_conf2_inc_raw                                                0.741059     0.008744
     34633 St8_conf2_tofcut                                                 0.741002     0.008204
     34633 St8_conf2_tofcut_raw                                             0.741059     0.008744
     34633 a10.100_20C_conf1                                                0.789067     0.002671
     34633 a10.100_20C_conf1_raw                                            0.789202     0.008629
     34633 a10.100_20C_conf2_tofcut                                         0.795800     0.004533
     34633 a10.100_20C_conf2_tofcut_raw                                     0.795836     0.005391
     34633 a10.100_40C_conf1                                                0.789067     0.002671
     34633 a10.100_40C_conf1_raw                                            0.789202     0.008629
     34633 a10.100_40C_conf2_tofcut                                         0.795800     0.004533
     34633 a10.100_40C_conf2_tofcut_raw                                     0.795836     0.005391
     34633 a10.100_60C_conf1                                                0.789067     0.002671
     34633 a10.100_60C_conf1_raw                                            0.789202     0.008629
     34633 a10.100_60C_conf2_tofcut                                         0.795800     0.004533
     34633 a10.100_60C_conf2_tofcut_raw                                     0.795836     0.005391
     34633 a20.100_20C_conf2_tofcut                                         0.826611     0.006417
     34633 a20.100_20C_conf2_tofcut_raw                                     0.826594     0.007677
     34633 a20.100_40C_conf2_tofcut                                         0.826611     0.006417
     34633 a20.100_40C_conf2_tofcut_raw                                     0.826594     0.007677
     34633 a20.100_60C_conf2_tofcut                                         0.826611     0.006417
     34633 a20.100_60C_conf2_tofcut_raw                                     0.826594     0.007677
     34633 a5.90_20C_conf1                                                  0.682721     0.008680
     34633 a5.90_20C_conf1_raw                                              0.682634     0.012138
     34633 a5.90_20C_conf2_tofcut                                           0.741002     0.008204
     34633 a5.90_20C_conf2_tofcut_raw                                       0.741059     0.008744
     34633 a5.95_20C_conf1                                                  0.769006     0.003956
     34633 a5.95_20C_conf1_raw                                              0.769184     0.009343
     34633 a5.95_20C_conf2_tofcut                                           0.790617     0.006064
     34633 a5.95_20C_conf2_tofcut_raw                                       0.790671     0.008112
     34633 b1080_20C_conf1                                                  0.587785     0.010131
     34633 b1080_20C_conf1_raw                                              0.587743     0.012723
     34633 b1080_20C_conf2_tofcut                                           0.684411     0.007993
     34633 b1080_20C_conf2_tofcut_raw                                       0.684442     0.009086
     34633 b1080_2mm_20C_conf1                                              0.587785     0.010131
     34633 b1080_2mm_20C_conf1                                              0.587785     0.010131
     34633 b1080_2mm_20C_conf1_inc                                          0.587785     0.010131
     34633 b1080_2mm_20C_conf1_inc_raw                                      0.587743     0.012723
     34633 b1080_2mm_20C_conf1_raw                                          0.587743     0.012723
     34633 b1080_2mm_20C_conf1_raw                                          0.587743     0.012723
     34633 b1080_2mm_20C_conf2_inc                                          0.684411     0.007993
