# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -4.047292639684233251e+00 -1.002464405330458419e+02 -4.417945410995152145e+00
2.400000000000000000e+02 -3.776255585970698547e+00 -4.789310723425874272e+01 -4.224532941367054484e+00
3.600000000000000000e+02 -3.712655181326890208e+00 -2.819832132350341780e+01 -4.144540913781423086e+00
4.800000000000000000e+02 -3.602562696034683043e+00 -2.179524462204232904e+01 -4.057728055459154604e+00
6.000000000000000000e+02 -3.521503156499758980e+00 -1.492888133040731802e+01 -3.980855349812568278e+00
7.200000000000000000e+02 -3.505831638812156648e+00 -1.321609142580001084e+01 -3.986742722102608383e+00
8.400000000000000000e+02 -3.450971766140664698e+00 -1.195283623922837535e+01 -3.947573720357122617e+00
9.600000000000000000e+02 -3.468804672024191404e+00 -9.046629064003662180e+00 -3.919588298868719178e+00
1.080000000000000000e+03 -3.450875897452224450e+00 -8.059055462186391239e+00 -3.915840796586322003e+00
1.200000000000000000e+03 -3.412498565996567645e+00 -6.969724278749826141e+00 -3.895060685392043087e+00
1.320000000000000000e+03 -3.384826679278770012e+00 -6.561483368491740187e+00 -3.883715293084804454e+00
1.440000000000000000e+03 -3.389258227862677941e+00 -6.109176512867694697e+00 -3.904460295174886131e+00
1.560000000000000000e+03 -3.383577192505061504e+00 -5.616988309719565642e+00 -3.900748245675595527e+00
1.680000000000000000e+03 -3.439208650258255950e+00 -5.263245742530199500e+00 -3.916490222100135199e+00
1.800000000000000000e+03 -3.428391443106723280e+00 -5.056336465401675362e+00 -3.911593133996692728e+00
1.920000000000000000e+03 -3.395635019812389022e+00 -4.804844302035274239e+00 -3.875505606572955397e+00
2.040000000000000000e+03 -3.402523271285032180e+00 -4.589687996138666293e+00 -3.893684864113886146e+00
2.160000000000000000e+03 -3.409041386200623691e+00 -4.259169487654581587e+00 -3.910740149207759586e+00
2.280000000000000000e+03 -3.404551214768965828e+00 -4.083962067076711833e+00 -3.909677383059403599e+00
2.400000000000000000e+03 -3.388931841177202031e+00 -3.995492628928701162e+00 -3.899262051497210724e+00
2.520000000000000000e+03 -3.398822885083900402e+00 -3.879886084276762404e+00 -3.922309874520352846e+00
2.640000000000000000e+03 -3.396090724148614459e+00 -3.809407722818814790e+00 -3.923537047029467040e+00
2.760000000000000000e+03 -3.392470535020084554e+00 -3.748741727908190935e+00 -3.927890398517537296e+00
2.880000000000000000e+03 -3.405087786754654289e+00 -3.668951242493503795e+00 -3.951950997153249823e+00
3.000000000000000000e+03 -3.393579603215786555e+00 -3.620931355111950634e+00 -3.940646863696728008e+00
3.120000000000000000e+03 -3.383505928392391837e+00 -3.572613922736552983e+00 -3.933887265590728433e+00
3.240000000000000000e+03 -3.439358693827711644e+00 -3.526026152296130256e+00 -3.938787473235898950e+00
