# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -4.486363976134494891e+00 -2.904193518963008813e+01 -4.912193162245682032e+00
2.400000000000000000e+02 -4.152154948940072643e+00 -1.775603310529625389e+01 -4.559814858284312322e+00
3.600000000000000000e+02 -4.074822486590149673e+00 -1.170814780407657452e+01 -4.480412819004248703e+00
4.800000000000000000e+02 -4.079516298237884975e+00 -8.554976902809318773e+00 -4.511584304219965702e+00
6.000000000000000000e+02 -3.884432872494664402e+00 -8.100284345090505767e+00 -4.324285474119239581e+00
7.200000000000000000e+02 -3.735938064854630980e+00 -7.643873871311933854e+00 -4.178876573673913519e+00
8.400000000000000000e+02 -3.630380629934734316e+00 -7.438306351907288949e+00 -4.081624532646964454e+00
9.600000000000000000e+02 -3.565683562377219396e+00 -6.879775222632400045e+00 -4.038601854062726204e+00
1.080000000000000000e+03 -3.521323998817333045e+00 -6.551950742236615888e+00 -4.006293567972365466e+00
1.200000000000000000e+03 -3.504701223042191227e+00 -6.118106047891175514e+00 -4.015264864714170656e+00
1.320000000000000000e+03 -3.489635235221730802e+00 -5.809737617079689720e+00 -4.000016415091692146e+00
1.440000000000000000e+03 -3.517607623781657367e+00 -5.261251341008253313e+00 -3.996266598364780265e+00
1.560000000000000000e+03 -3.503111264038100803e+00 -5.072918315754221474e+00 -3.978678219765825919e+00
1.680000000000000000e+03 -3.485154468831224595e+00 -4.905896624890341506e+00 -3.974217295150191731e+00
1.800000000000000000e+03 -3.473826295661597285e+00 -4.802275895319910504e+00 -3.960521568084274691e+00
1.920000000000000000e+03 -3.467212614258285530e+00 -4.725756338675276780e+00 -3.957373534856913455e+00
2.040000000000000000e+03 -3.465809903620590937e+00 -4.352198452500424253e+00 -3.973676118130110346e+00
2.160000000000000000e+03 -3.462914287784997214e+00 -4.244563451785368535e+00 -3.981113006556520784e+00
2.280000000000000000e+03 -3.457818364883294748e+00 -4.167048973726097394e+00 -3.983375243236971563e+00
2.400000000000000000e+03 -3.456549971872975746e+00 -3.976213771566381006e+00 -3.987203850527672344e+00
2.520000000000000000e+03 -3.476860395400422021e+00 -3.830022779642694886e+00 -4.018033768661629423e+00
2.640000000000000000e+03 -3.490436060585092815e+00 -3.764928793420705855e+00 -4.041350659018250191e+00
2.760000000000000000e+03 -3.481406595557760220e+00 -3.710545561249281477e+00 -4.038042916870479893e+00
2.880000000000000000e+03 -3.463402364745587825e+00 -3.658116483793111939e+00 -4.041764081595098368e+00
3.000000000000000000e+03 -3.456291981739968211e+00 -3.610217926028792768e+00 -4.033988770332042506e+00
3.120000000000000000e+03 -3.451803769042746772e+00 -3.568374754716058916e+00 -4.031042763183531719e+00
