# time/counts D_GPR D_Exp D_Ref
1.200000000000000000e+02 -9.047569684087118924e-01 -8.917785798151287580e+00 -1.276933992770697079e+00
2.400000000000000000e+02 -7.734712611864342779e-01 -4.188417143173662538e+00 -1.201872617131152676e+00
3.600000000000000000e+02 -5.787937830441090004e-01 -3.416379425406330661e+00 -1.001942228952434899e+00
4.800000000000000000e+02 -4.766223808524838179e-01 -2.848876589692605599e+00 -8.107659598540033485e-01
6.000000000000000000e+02 -2.858100011286264230e-01 -2.180487005455639338e+00 -7.034225253911084996e-01
7.200000000000000000e+02 -2.559243349665486500e-01 -1.651948609820859781e+00 -7.063939415697264579e-01
8.400000000000000000e+02 -2.606379095613665098e-01 -1.385318905969544101e+00 -7.322087035922630882e-01
9.600000000000000000e+02 -2.397565230108451573e-01 -1.128641187288883518e+00 -7.323632553971944903e-01
1.080000000000000000e+03 -1.403350736824571232e-01 -1.001275115669954419e+00 -7.067110396640157166e-01
1.200000000000000000e+03 -1.855290242306288917e-01 -7.488779560470451013e-01 -7.828508751958126455e-01
1.320000000000000000e+03 -1.389424064974700279e-01 -7.329184059809097374e-01 -7.483325605391440982e-01
1.440000000000000000e+03 -1.327274607186754718e-01 -5.750636876057728664e-01 -7.513075809970992669e-01
1.560000000000000000e+03 -8.698279887659085552e-02 -3.713747730355755339e-01 -7.038021157464846578e-01
1.680000000000000000e+03 -9.195243329009591959e-02 -1.934162050298322555e-01 -7.045510838543327381e-01
1.800000000000000000e+03 -7.422221187294512912e-02 -1.713398016959082337e-01 -6.958971947034775507e-01
1.920000000000000000e+03 -7.272682681952588601e-02 -1.025974353254280463e-01 -7.038211797896164468e-01
2.040000000000000000e+03 -1.048748291629999912e-01 -1.004638872126277921e-01 -7.557347632837140283e-01
2.160000000000000000e+03 -1.089672146619635323e-01 -5.993937824972589423e-02 -7.791984729856167302e-01
2.280000000000000000e+03 -1.554379817670814845e-01 -1.249113697746032613e-02 -7.565786756383218181e-01
2.400000000000000000e+03 -1.505920876320644974e-01 8.866039048207633236e-03 -7.537728135526780004e-01
2.520000000000000000e+03 -1.289457864871115800e-01 -4.018358125331043113e-02 -6.912325506359087157e-01
2.640000000000000000e+03 -1.189136030581530723e-01 4.919279747890983878e-03 -6.893528851423841308e-01
2.760000000000000000e+03 -1.206072775005427866e-01 1.346502599866767833e-02 -6.932258320704849375e-01
2.880000000000000000e+03 -9.888299152981874784e-02 2.762402736460622607e-02 -6.678838341830949377e-01
3.000000000000000000e+03 -9.023879020859316979e-02 5.574725843436252604e-02 -6.632157958555896515e-01
3.120000000000000000e+03 -1.016949297134010499e-01 7.462765969626757034e-02 -6.840599748086311216e-01
3.240000000000000000e+03 -1.299119357381670059e-01 6.512250965479583764e-02 -6.695428649091826889e-01
3.360000000000000000e+03 -1.285197653355242275e-01 1.136964489122310462e-01 -6.839725664601193911e-01
3.480000000000000000e+03 -1.242835781130458422e-01 1.346614373842334178e-01 -6.877686807661249624e-01
3.600000000000000000e+03 -1.279924333987213780e-01 1.300066075277139521e-01 -6.904681507999187451e-01
